Holder Address,0x20ef84969f6d81Ff74AE4591c331858b20AD82CD Token Balance,0x20ef84969f6d81Ff74AE4591c331858b20AD82CD LP Balance,0x3e43cB385A6925986e7ea0f0dcdAEc06673d4e10 Token Balance,0x3e43cB385A6925986e7ea0f0dcdAEc06673d4e10 LP Balance,0x2b0772BEa2757624287ffc7feB92D03aeAE6F12D Token Balance,0x2b0772BEa2757624287ffc7feB92D03aeAE6F12D LP Balance
0x7cf3560c949eb55013cb5c1295b985d1fb4c7277,0.000000000046753475,0,0,0,0,0
0x32dc1abacee1697917a692800257300fc2d6a7c8,0.000000000087782035,0,0,0,0,0
0xca474aca9dfa6a85cce55f7357ef4cf80bb1b374,0.000000000072515594,0,0,0,0,0
0xd1a242ad52ce81718078bae99ec5b56425946831,0.000000000036257797,0,0,0,0,0
0xbe417a96aa6ed4836d2561457d14cea066859a68,0.000000000030532881,0,0,0,0,0
0x1b554a8587582582f3fb39a0a517eeeeb4bce6af,0.000000000078240509,0,0,0,0,0
0x36ad9149f45f296003a3db895df84e05409739c6,0.000000000020991355,0,0,0,0,0
0x6579f5e8fd3fe179d478c11db571f6a2b2ace8e4,0.000000000045799323,0,0,0,0,0
0x565be5739023accdb8bbc33e824ce34755061fbb,0.00000000004866178,0,0,0,0,0
0x63444cb25304186eaed6254acc7f164390ae4a1c,0.000000000024807966,0,0,0,0,0
0x9c5002823f38f67670a9b4d343db852cb2d7ad6f,0.000000000057249153,0,0,0,0,0
0x92cbcdebcdfa5becec2eb29949236bb1c5966b29,0.000000000025762119,0,0,0,0,0
0x7124c17cbc93a323232c4043fc06e2be5be40a82,0.000000000088736188,0,0,0,0,0
0x003185680da3949fe6b7ea71bc92baa870a9604f,0.000000000054386695,0,0,0,0,0
0x6dad06c96230c52a1cb023696f1e63d4c446672f,0.000000000033395339,0,0,0,0,0
0xc0e2e1e8be7312533f8eac1e90e139fdfc00bed8,0.000000000083011273,0,0,0,0,0
0x7f8ab952dfeed37d8f01dc044ede1ff3f052c3fd,0.000000000060111611,0,0,0,0,0
0x5202d993e74cfb0d0a545f77664cf042710405ec,0.000000000032441186,0,0,0,0,0
0x6c10bc68071f870f567a6481162486cf8216a33a,0.000000000064882374,0,0,0,0,0
0x0b44ec39cefd4c26d34d617ca46280833878dbe7,0.000000000074423899,0,0,0,0,0
0xd5737d19e287335061851a1868bd4651fb2f4b31,0.000000000051524238,0,0,0,0,0
0xdf7e3027df4336f796e37981077202b18702e4b0,0.000000000062974068,0,0,0,0,0
0x5a5dea684e1e7838353d146f6118e68c6c236ff2,0.000000000072515594,0,0,0,0,0
0xbe117a53086af87511c385f20ddb5213bc84f9a4,0.000000000029578729,0,0,0,0,0
0xe326d1182bc36a3ed11ff0dbdc0d5886a15464da,0.000000000078240509,0,0,0,0,0
0xab40817cc0a8fbc83ab6d66ddb95efaff2a6f309,0.000000000090644493,0,0,0,0,0
0x72571e681a042d980e35b6de7c83e0e7dbdd2d6a,0.00000000001908305,0,0,0,0,0
0xb1df261054bb0a599534aba628ece3b4ae3ae76a,0.000000000093506951,0,0,0,0,0
0x34238c6dda3d95c12acbd2743235c64ee8fe7a39,0.000000000022899661,0,0,0,0,0
0xcb969128d60d7d42d173a4a4faeb53d678c6c433,0.000000000076332204,0,0,0,0,0
0x8879b02ff3bb7a8cce31ee59164de35f1babbeaf,0.000000000039120254,0,0,0,0,0
0x5e22c41f3db7cbd7227c0271fc826103b83c6684,0.000000000036257797,0,0,0,0,0
0xd34a0519fc0cd16cafd908273c84ea31dbdae5ed,0.000000000062019916,0,0,0,0,0
0x0d02c294e483cd07c92d16143b2333cfc6343cfc,0.000000000044845169,0,0,0,0,0
0xf71066e8ea469b3319ba18990f8bac9cf692506c,0.000000000068698984,0,0,0,0,0
0xc991de8fe425681dcc4f3429be08a590ca96869d,0.00000000004866178,0,0,0,0,0
0x7031b5da6f0e970150ad5a84db9338d739d74049,0.000000000037211949,0,0,0,0,0
0xbfddca1fba9c8bef2c42e53b7351a6c34025f9ed,0.000000000031487034,0,0,0,0,0
0x4d9a86f4d7887ea2e20d3cca72ba788086116080,0.000000000070607289,0,0,0,0,0
0x5fc69d4d684b22b533180faf330dce74bfef122c,0.000000000021945508,0,0,0,0,0
0xc32ea58f32d617d22682977361ffb47d6679527d,0.000000000059157458,0,0,0,0,0
0xed4783c2526d070043dbe7c804660c83ff658b43,0.000000000064882374,0,0,0,0,0
0xd9cbf872228539e9f3ab12db5e9298be910d66e9,0.000000000041028559,0,0,0,0,0
0x5342dc48214aedc598af8c7bf57d6ccc1e232368,0.000000000022899661,0,0,0,0,0
0x5417eb8d7b41ecf4f4693d4369bef5ff52808bf2,0.000000000054386695,0,0,0,0,0
0x93b261d3c5320af6a54ded61a51d460ee2fad1f8,0.000000000093506951,0,0,0,0,0
0x039fa0c89107553d19b7c05e197457f36de26230,0.000000000068698984,0,0,0,0,0
0xa746c995ac724cd87dbf5c9585d4361eab58b419,0.000000000032441186,0,0,0,0,0
0xea7ad1b4afd22845cb72d54d7e437e0cdae7f3be,0.000000000081102967,0,0,0,0,0
0xe660f1dc553c7e24b2334e12ddbbe4f77bd226a2,0.000000000078239832,0,0,0,0,0
0x0ca5015b393e9bc6f1eb7f94046a590d0812e713,0.00000000003339505,0,0,0,0,0
0xb7836c9c316aca486fee2dc78925e486651a8258,0.000000000054386224,0,0,0,0,0
0x248344399caa7e0f16bd6281cc395db018f6b165,0.000000000043890637,0,0,0,0,0
0x0124a80fc6f0d400ea193a6696ac2959871e8e0c,0.000000000038165772,0,0,0,0,0
0xfac31e200e2b86f95e195a508fa75a76218b01d2,0.000000000043890637,0,0,0,0,0
0xedc5e0958b69f510e33ea2241c598123e31e3728,0.000000000062019379,0,0,0,0,0
0xe4a64d819772a6a7b4ad1646664abc8c9ee7e668,0.000000000020991174,0,0,0,0,0
0x499574f36167e5a39bf5014b673fae06421c7080,0.000000000034349195,0,0,0,0,0
0x58b9ab302229520f1a355d06b055f9732ded25ed,13000.248288234612118686,0,40126.087323189101880416,0,13789.04118474534516281,0
0xfbd164e8d2286c9d76bb4600035ee2e683dbc205,0.000000000033387752,0,0,0,0,0
0xb7e499ad4a448a22dae8e72f7295b0d1cb60bc4a,0.000000000070591248,0,0,0,0,0
0x4291a86a7bd891961ed78b7771d27198b0ba61b1,0.00000000004014183,0,0,0,0,0
0x50363b851912295f8a527453357fa8c5f835d691,0.000000000082195177,0,0,0,0,0
0xe296a4cdc691944325806b1dadab7fe87bde12e1,0.000000000065947293,0,0,0,0,0
0xfc6b12bf5ba6bba1e9a97bacddc923b40328a07f,0,0,91150.453468759296811186,0,0,0
0x6d54021adc5f08f3d0b3550e41fda9d5c0c5b086,0.000000000046579604,0,0,0,0,0
0x2df2ea2dc4de75f4e73c54e1ff99384dd1fcfd7b,0.000000000069394104,0,0,0,0,0
0xa96f033645b4d67c40f3deb529d13f36a668daa8,0.000000000021863895,0,0,0,0,0
0xaad66d41527aeb02e7a2da71d95641679ef6179b,0.000000000069394104,0,0,0,0,0
0x60ff6b43b45f41b204fec6e5cb3f0eb91dbae7ab,0.000000000028518124,0,0,0,0,0
0x5674a7257c935eee41c26afe99ecd2f5b4cadcfa,0.000000000085554374,0,0,0,0,0
0xfa4c82c653da70ac3ba43e39eb61e11d97080121,0.000000000088588227,0,0,0,0,0
0x43991d69bff17ec276cb552941fc2fdbca478b55,0.000000000025035803,0,0,0,0,0
0x6d7819112a7ccabd3280fb7cb2b18b9c3e01f6f4,0.000000000067404085,0,0,0,0,0
0x0e83a10751a2401d030dc99a3ee47a9b2849190c,0.000000000089551142,0,0,0,0,0
0x8b78367f54a0fc2f75123cf2e78400a95da0d8b9,0.000000000051997437,0,0,0,0,0
0xd45f651545ca6ad4f0da0cc70672b8c2f0145eb4,0.000000000025998718,0,0,0,0,0
0x4a10d67856b270a91fb83f9111cf4b721d0f5f28,0.000000000069329917,0,0,0,0,0
0xaf8e875be7419b1492fb483d5deb02e460c18dce,0.000000000062589508,0,0,0,0,0
0xe165b8f0e0d6dd1d16f0f3dcb8681ac1e204724b,0.000000000060663677,0,0,0,0,0
0x21dbf51557674d1e0022de43ae271e50232469b8,0.000000000057968263,0,0,0,0,0
0x2fe29ea80d8b0ede447560cba8dcb45ceb378281,0.000000000073426466,0,0,0,0,0
0xa4df42692338092092ad36f2eef617d6edf6d95a,0.000000000081768038,0,0,0,0,0
0xa9e195f95e7783ff97eff2bbf20c08c5fdb9cf01,0.000000000035593145,0,0,0,0,0
0xa348b6dff2ebcf82f9e9bd64ed7418a6d64ad4fd,0.000000000039441053,0,0,0,0,0
0x979cf22f6f5e309a6eb2164a4805dcdbf40e68a6,0.000000000081768038,0,0,0,0,0
0x7a59d39fbe5cd7a4b8a1a48a4cc0290eb88d9c54,0.000000000032707214,0,0,0,0,0
0xf6e6b1dd87a75f7b6de3b579bbcad52c656019bc,0.000000000073110245,0,0,0,0,0
0xd6007793d78e18c29d67d1c71b983195ba9033af,0.000000000089463852,0,0,0,0,0
0xe685df7ff52912507277f86ce7a2eda7f42c960b,0.000000000056756637,0,0,0,0,0
0x83e044fe140b20e92f188d6ed17247faf3f1423e,0.000000000078882106,0,0,0,0,0
0x00d627ad0c01069e54e6c45cf7e8b73dc7c8212b,0.000000000050022799,0,0,0,0,0
0xecc9fb69be099a5e18a66fec6ebf3fdd7ad5deb1,0.00000000002789733,0,0,0,0,0
0x1b1a4392e8fccfe7f372373d5289073170d51e98,0.000000000094273737,0,0,0,0,0
0xe12bb655f5721d917148cf5d24871ff0c601a042,0.000000000049060822,0,0,0,0,0
0x9697d635d6c288f47baee9968eb2b3071740b9a3,0.000000000075034839,0,0,0,0,0
0x1e64e6c5885fd9618cbe089000381e73e865de09,0.000000000092350572,0,0,0,0,0
0x7a3478707fb4d31f1616ef5c69a7dca76cd1c593,0.000000000088502631,0,0,0,0,0
0x757d03f0034641273da1beb1a7a6b4a9e5943563,0.000000000078882779,0,0,0,0,0
0x88997bdd993df7212dd40f04486283f46476488b,0.000000000088502631,0,0,0,0,0
0x8ffc62a2b9073263d6c968cd8488ee3f3f2138fb,0.000000000073110869,0,0,0,0,0
0xf6d76f1323ca13e7f7a42a07b10b7835481d3a5b,0.00000000004164052,0,0,0,0,0
0xf29938243532e5ae0c3b364c44f3a2fa00672424,15.873201772369229801,0,0,0,0,0
0x5dc9a57e41366485434168605513679cfdbb2bc1,0.000000000028513488,0,0,0,0,0
0x25b9fc9e37e12587d5d35d4fa8a3fc375104cecf,0.000000000093406255,0,0,0,0,0
0x637d0b09fa107b8aa48353f269193c9565c83bc5,0.00000000001868125,0,0,0,0,0
0xfb5b3bd5f692feaa2c59bb877975eb479378256f,0.000000000067842437,0,0,0,0,0
0x15f5bf22c1cb6484bf7b5694cb92dc53fe77b280,0,0,0,0,3015517.042650144081562757,0
0x6200f21c1f64fb390a42e9cd98577dba9a7838a2,0.000000000084935245,0,0,0,0,0
0x8e645c5f02cd63d896a6807f57af7a6ed052e31b,0.000000000079209273,0,0,0,0,0
0x94ccc4c385223bd141f2ed2eb5092bb5cf5e369d,0.000000000043899115,0,0,0,0,0
0x4cbdd2a12aea09e5b2c61a4ed3cbe0b401ad0be9,0.00000000007443763,0,0,0,0,0
0x500a0233eaeb15c5bec1b360e621eb9000f0a0c5,0.000000000057259716,0,0,0,0,0
0x4ccdbc34dd6cb30318eb1a35ca771f5ed6904fb7,0.000000000081117931,0,0,0,0,0
0x7ed09409ee1efc127ad781ce6eb782730699c2e9,0.000000000041990458,0,0,0,0,0
0x8af0a59ff868b449dcda52ed8eedd3d06c2d39ef,0.000000000028629857,0,0,0,0,0
0x94d60efe9b45c3bdd9512f9ed5331f6edc957e77,0.00000000006775733,0,0,0,0,0
0xb6401de78a181d8a1e58adaa32aa6d00f0eb64c1,0.000000000036264486,0,0,0,0,0
0x825098f84dc6c65437f274104c8496275e732487,0.000000000042944786,0,0,0,0,0
0xb3f0fb644d7367d8f7d0f787cca092f09483da16,0.000000000091615545,0,0,0,0,0
0x2e6801da1813106258ca889631e1c9acebe8ac24,0.000000000029584186,0,0,0,0,0
0x376b49108f7ffb69f9dd8768b3059c21620ecaeb,0.000000000042944786,0,0,0,0,0
0x6a391440539b6ea6fcd941598d63eefccf429f46,0.000000000059168373,0,0,0,0,0
0x6860c1ec8e135c125110c2e0b86f2b2c1f08ed9e,0.000000000086843902,0,0,0,0,0
0x97dbdac4508733719f8bc374f39b0f065f76f514,0.000000000059168373,0,0,0,0,0
0xaa0172f5117bc9766d708c18aba1da5cc327e7d0,0.000000000075865977,0,0,0,0,0
0x3e38b70316295e779130d0c6c5adf02cb9f162eb,0.000000000073920696,0,0,0,0,0
0xf0778408755be9e926ed0883baf3a2e4d566c92c,0.000000000035015066,0,0,0,0,0
0x3519310608ef009872de2296a930a739a2f5266c,0.000000000083647103,0,0,0,0,0
0x73b4c087bb36d6d4f9514632cda61031c0dc2cc1,0.000000000035015066,0,0,0,0,0
0x0741332cd9046c169698d247596481016fe7e4dc,0.000000000034042425,0,0,0,0,0
0x43e07e15aeaf22dd11a996f5ff7e1b75a14a468f,0.000000000076838618,0,0,0,0,0
0xa334c748a2f92cebdb48dabbd20610d14e7b07aa,0.000000000068084851,0,0,0,0,0
0x32d47967c61e4aa4c70863495d65a0b0a74c98e7,0.000000000032097144,0,0,0,0,0
0xbb56d9846b96d2fa859e4c22957e7fab500e6bda,0.000000000043286347,0,0,0,0,0
0xb324ec95988d9ad3e3b809955474a7a29b469e16,0.00000000004820525,0,0,0,0,0
0xf676a17a2ce5b124a7eb388d0d9bd973ccc395db,28657.720621104883321095,0,139779.127205694123404101,0,143549.362479028000961989,0
0xb2d107d0f5d3d759ae089cf961c00f68e1294aae,0.00000000003832984,0,0,0,0,0
0xfbfd838f44642e66cab4e06455cfe946f47dac7b,0.000000000085505029,0,0,0,0,0
0x2bdd1aad055899b0f3e397d866504c3c1bb65366,0.000000000044499325,0,0,0,0,0
0x4b15fddad00f185d844a1ee49ef1b915beb3827a,0.000000000098312463,0,0,0,0,0
0xa9360bb16950501a3603b63117eb3f5d932f6a08,0.000000000077615102,0,0,0,0,0
0x9be9e5102c7c49ae2f3b8f0b0dd53a257b0bafa6,0.000000000027941436,0,0,0,0,0
0x1ec34350f48c47cefec592e49475b5a68fbfe204,0.000000000060022346,0,0,0,0,0
0x82bbaa038004c587a75349a15c1565fc4da2099b,0.000000000048638797,0,0,0,0,0
0x180568730238ac31d163a850fb83d84cd5b91e4f,0.000000000023801964,0,0,0,0,0
0x974bed84d9ab5689750c4fc4b60ea69b05b95b3f,699044.039819272235035896,0,0,0,0,0
0xf2e176e688da1f689cb0114b34ecb0343482441b,0.00000000009679327,0,0,0,0,0
0x42ac4aa5e73e1703d079842d8d5b485e88f068dc,0.000000000081669321,0,0,0,0,0
0xafb8d58fda2f7a1922b6882c748982a07d3276d8,0.000000000088727164,0,0,0,0,0
0x04719d4fc0ff044f79d87e7f6ed26f4fa54d5a74,0.000000000068561899,0,0,0,0,0
0x325740eaddce59a1f1b67bdcb65d70ec2d34df16,0,0,0.5536216965992935,0,0.879915967889246531,0
0x59fbc942b381eb97454493232e3cb8219e923993,0.000000000040306666,0,0,0,0,0
0xd6e51d33686e14ea2b0b27283386f38d79c30c17,0.000000000077590333,0,0,0,0,0
0xc413adb2a4267670d6a2b1fca94658f2c09cc5c4,0.000000000027206999,0,0,0,0,0
0x8c87b0dcea115afa72eaa0c85e99bbf117d2f34d,0.000000000041314333,0,0,0,0,0
0x9488be93509465d0c0ddeb58d2d4657d5f7ce947,0.000000000034260666,0,0,0,0,0
0xc6d95dbfae79c88370042d5b26e47efa5d5dc70e,0.000000000055421667,0,0,0,0,0
0x13b132677f87b45917e4cdd2a7f8fe7ed7b02965,0.000000000062475333,0,0,0,0,0
0xc1125b02a41395eaf7e10e63595693407f324c73,0.000000000064786905,0,0,0,0,0
0xed01f5a7606259bd70126303a3dcc0f155a16d8c,0.000000000094235498,0,0,0,0,0
0xb41b3cb923fac12e7a6971aec95c0900ebfa134d,0.000000000033375072,0,0,0,0,0
0x80a7fad017a527c081e788bf38dc887f6cb2890f,0.000000000074603103,0,0,0,0,0
0x97ec264b53862f0247243f431a250a42e6d28759,0.000000000020614015,0,0,0,0,0
0x9a76387d9c1f466ab1b3f7398b6d9f1d4ea1ddc0,0.000000000077547962,0,0,0,0,0
0x58eb839aac7fc6f7213983ce16b073319bd9cf8e,0.000000000089327399,0,0,0,0,0
0x397c8b672f58ee516777f3c01dc7d9e24784a08c,0.000000000090309019,0,0,0,0,0
0x230c88ee1f70c0ca651fd37d2d5090ccb9aff2f1,0.000000000027485353,0,0,0,0,0
0x55dcf8e7d9ba26b4caec9d881f923b4ee35e40c9,0.000000000058846159,0,0,0,0,0
0xd461d6a58cdc472d589dc347fdc12c362e97df74,0.000000000045558317,0,0,0,0,0
0x9382579caaa20fb7342342251ac20ebcebf9e597,25104.394669226025143871,0,0,0,0,0
0x67f3af01fc551af76d398645326dbf1e05450684,0.000000000040773051,0,0,0,0,0
0x7c7a1b26d2740f5b14eb2c160c179b41fa76dff4,0.000000000092924629,0,0,0,0,0
0xb7a655768599a4e31c50e1add56fea1d418c9bba,0.000000000053099788,0,0,0,0,0
0x2db1d1bbc14c8206c3937502d55110ad1588df3c,0.000000000082494314,0,0,0,0,0
0x802c8ff560c430bc6ae065f4aef52b350c97419a,0.000000000061633682,0,0,0,0,0
0x5510c4557bafd539c8061914c0dfadb4a751061b,0.000000000036031999,0,0,0,0,0
0x5ef96525b44b2508b17fee0a28f4e1dcdf5e2d1c,0.000000000054047998,0,0,0,0,0
0xf3e5fc4ff9f24abe4244c6011bc6caaca005814b,0.000000000062581893,0,0,0,0,0
0xaa47287f66cd162a5837f0c349b3cb677e2db2f1,0.000000000041721262,0,0,0,0,0
0xe32cf601f8adfe7df130b82c329c87caf6af4758,0.000000000054598937,0,0,0,0,0
0x6f4570f7a141dc1de4250870b98e9bdf2874197b,0.000000000022592664,0,0,0,0,0
0x9831d291b91a532dd9906127365cf6ae0e142ec0,0.000000000036713079,0,0,0,0,0
0xe50f8cc56665e7d1042d52cdad05bcd6b988fbf9,0.000000000024475386,0,0,0,0,0
0x955785963cf332681781122aee903920f623c2f2,0.000000000070602075,0,0,0,0,0
0x251175430bfab20bcea73f64cff59d046c73c059,0.000000000039537161,0,0,0,0,0
0xa3097cf5f0fe9195eeab80cf206dedb9a52d3b11,0.000000000048950772,0,0,0,0,0
0x8d4b8ee07d381e528bc380f2f3c10ef640e97bbc,0.000000000031064912,0,0,0,0,0
0x94e291900c7d27d9ccc06593dd0799866a587d31,0.00000000001976858,0,0,0,0,0
0x46c1eca450f181afd1b9c332add24592cfe21d5f,0.000000000080957046,0,0,0,0,0
0x906e174bc3b1341b7abea94daf050dc0999f435c,0.00000000007625024,0,0,0,0,0
0x1a227bc0aa44df1976b19ce6d39f03ef288c6f52,0.000000000067777992,0,0,0,0,0
0x4957fc603a00e1998db901b47c2a71d6158e7c99,0.000000000073426158,0,0,0,0,0
0x49a2ade0e775f60f5eefce64759567507b2e6e08,0.000000000036713079,0,0,0,0,0
0xc416c36d8c5ae275b7ee3d6efab00810050b2deb,0.00000000007530888,0,0,0,0,0
0x3c624ce86a6aa3116df8f9bda3c9b220a18cae2c,0.000000000080957046,0,0,0,0,0
0xf4882732cc67df4eae8ddd5382eb6669be9e5129,0.000000000027299468,0,0,0,0,0
0x7528247d6ebf0a2416c33701765c4ce42de70d20,0.000000000070602075,0,0,0,0,0
0xbf84b65d9082efb7edc4de0fbbd860d59bd62c8b,0.000000000027299468,0,0,0,0,0
0xcac01eafbf807f44ad1e1697cb07479ab0e943d1,0.000000000078132962,0,0,0,0,0
0x1815d001d52997c99f55cd83fc8cac46ba21ff72,0.00000000001976858,0,0,0,0,0
0x7cc98bd9171a47dcc2c245fce2a431bc01867805,0.000000000046126689,0,0,0,0,0
0x3c7e631a4e30feb062655ecbd3eb1cf44bf86e57,0.000000000021651302,0,0,0,0,0
0xde9d3d68357b8fbe51a74ae65f4154710e6548f0,0.000000000053657576,0,0,0,0,0
0x19fac2ae95f1c303478de2b534a4adf8a769aa4b,0.000000000078132962,0,0,0,0,0
0x22ae8de178802efa6e45487293809cddf8e25146,0.000000000070602075,0,0,0,0,0
0x98a0ec7b30361893d771915c278cc45550cad5bf,0.000000000053657576,0,0,0,0,0
0xe47f0c094170fee191c76d54e994a1f731c5f9e5,0.000000000039537161,0,0,0,0,0
0x319f13ef1eb03893b66996af36bc8c731955a987,0.000000000041419883,0,0,0,0,0
0x7e4250dd4dc2c558fc55d6fe8199d48626972cc1,0.000000000078132962,0,0,0,0,0
0x4aa7efdad506f004bbea4293194185873419b1fd,0.00000000008190895,0,0,0,0,0
0xf70d5c85822ce7ead24c1a757977bc55efaaa84a,0.000000000093206737,0,0,0,0,0
0x8f240a98889bbb196a87f9c38f6ddd4495aaf995,0.000000000084733397,0,0,0,0,0
0x5dd2d73b8571518070e54f91dfd4d53d12e53836,0.000000000080025986,0,0,0,0,0
0x4cb04b988232050f1181091e5cea443123b84e7c,0.000000000020712607,0,0,0,0,0
0xc01b9c4cb09410762ea158c4bfeac58e988f22a7,0.000000000044249662,0,0,0,0,0
0x4d96ff082e0ba8b8d33eec177429941d92890958,0.000000000079084504,0,0,0,0,0
0x97cd38d8b89c07b5d48d0f0d0ec93f7812d42c7b,0.00000000006025486,0,0,0,0,0
0x4f6efec13f1159a5a4be272fe95b0d06b9b5acb1,0.000000000079084504,0,0,0,0,0
0x000e42fd4d4f7fad7eda9c7fcb7b08972831710c,0.000000000047074109,0,0,0,0,0
0x5613e74144585873e7f311145844e2fd1660f771,2789.060226648924071924,0,11846.489244184456765652,0,0,0
0x36aa1269ad2c8582f00c51ea0a5b02b69799af0c,0.000000000075310399,0,0,0,0,0
0x49b906e50951502e1f5f909d24c7abda80eb5e3e,0.000000000080017299,0,0,0,0,0
0x1d34bef01d8b55a552bc464c212e294b70ca9090,0.000000000090372479,0,0,0,0,0
0x9751f534ee2375d2a151676e605214e60a90f005,0.000000000063072459,0,0,0,0,0
0x6412754b228a83613cd38f192ba41313a50611fc,0.000000000019768979,0,0,0,0,0
0xf7051853a43a91e6f04e7a1f8e827feda94cd02e,0.000000000057424179,0,0,0,0,0
0x2a7301a60b7d57877c35ccdeb2a30379178bc56e,0.000000000027300019,0,0,0,0,0
0x9b7f681c0fb0b03c065003173aafe0b74bb1cb16,0.000000000032006919,0,0,0,0,0
0x86d1aae3e96a36fa62fcff928328a624eb9105f7,0.000000000026302263,0,0,0,0,0
0x5252598f3403f45b33178e8cba40819c93ced26a,0.000000000025362897,0,0,0,0,0
0xbaecef5e43375d970c21f9d7e588902e9f596726,0.00000000006057418,0,0,0,0,0
0x36f57458ed664b2d3c5ecd59e02f4c37378b82c4,0.000000000052055936,0,0,0,0,0
0x23903489c28420f91842df2de2893bebf17e3d63,0.000000000053002407,0,0,0,0,0
0xe2bff0e531511a2908c474f1922450aa7e2851c8,0.000000000039751805,0,0,0,0,0
0xa365ed6bc24d897e4e544f97482794219e536b6c,0.000000000065306537,0,0,0,0,0
0x6f0b6393d4ce283faabe8bcb378947e161dfc8be,0.000000000078557139,0,0,0,0,0
0x96432ed00dfee2415daaddb67c55234552673836,0.000000000092754213,0,0,0,0,0
0xab33b020775e50506e45ac4f2d79877e825a7bab,0.000000000039751805,0,0,0,0,0
0xbb08944713d3f1895540cca483d07b92e02d0a2c,0.000000000081396555,0,0,0,0,0
0x993a0b0b262c4885d4fdea229c5d4c386225d12a,13162.89232017628455651,0,0,0,0,0
0x40bdd1f1f1550f221b3a40b8606ece1db76c32a4,0.000000000081396555,0,0,0,0,0
0x58e1af62d2c9c4351a58c212376b143e691f21e1,0.000000000023661789,0,0,0,0,0
0xdfa0a7d2e349dc659507673ee7e5cb07a0d8f9bb,0.00000000004259122,0,0,0,0,0
0x7e1734dc4c1f678ee13ffd1214abd54ce45f1a9f,0.000000000039751805,0,0,0,0,0
0x2e4bf81368e50fdd3d478c46743013985378397b,5.627419448865111917,0,0,0,0,0
0x79d73f18e953087eed19a0304dfa66ed5d9ac6e0,0.000000000018718308,0,0,0,0,0
0x7160c39f14cddcc92a28bfa7f4c733b5a118cb60,0.000000000081424644,0,0,0,0,0
0xcd3c29ffd6333a57f6e1e9e7f0c8a44da8b9523c,0.000000000072065489,0,0,0,0,0
0x43fba4a4ae8182c41d0709220b3ef7c32c61eb4b,0.000000000066449996,0,0,0,0,0
0x56066c8787fc006a3afbeebe197db6693ef3badc,0.000000000050539434,0,0,0,0,0
0xeaf2eb84634d26d887bac6c13ed237deb6e50e13,0.000000000083296474,0,0,0,0,0
0x84d7aa415e7025532b42e8d7cb8c4a39e090bc23,0.000000000030885209,0,0,0,0,0
0xf79be2ac25c2069f32fcd6b332536263d25bf485,0.000000000068321827,0,0,0,0,0
0x4d17a1bc389ebab83f91d91b5e895cb49d794d63,0.00000000005334718,0,0,0,0,0
0x734a96b7c5bec0461066e9fba1a28692b44fa9c9,660456.126855967682786286,0,0,0,0,0
0x4864ea08a0f689cbb9d3ea2dce3be657ccea3aad,0.000000000025533723,0,0,0,0,0
0x907725fe3a7c6b89db872c7442b46ad8a1d5c222,120371.073794524796539918,0,0,0,0,0
0x792faacbb72fea8308e0b8ed6d786db32e19aaf7,0.000000000019058955,0,0,0,0,0
0x8e75a98821012651fbed983350aadfd01774aea1,0.000000000066252562,0,0,0,0,0
0x15b3a7eff73dd64f283da4711a58313247c10838,0.000000000085311518,0,0,0,0,0
0xbfe358cbcbe33fcdd845e94be17b901336fa8a11,0.000000000044470897,0,0,0,0,0
0x9f3fb534acc3db3e75a88684decad344874a0ef6,0.000000000072605547,0,0,0,0,0
0x155ae95d7d458337b8599c994ed170fedc41d8f1,0.000000000056269299,0,0,0,0,0
0x4aaf22a99c9d13e9f83acd2ff6da2d856a8a2a0e,0.00000000002722708,0,0,0,0,0
0xb7970d203dd593e27da66080b5a7657bb6e12646,0.000000000064437423,0,0,0,0,0
0x686113e79d349f8d8e8b14338d35bb0b6096c419,0.000000000058084437,0,0,0,0,0
0xff7989e27cf450fd39e2312769d33f1dc22bca3a,0.000000000039025481,0,0,0,0,0
0xb7fd10b5225bf7f0742cccf8604b58623798d592,0.000000000039025481,0,0,0,0,0
0x034687a57a87a34cc27e591972743793464c9c08,0.000000000034487635,0,0,0,0,0
0x4defa3363c92a3da40d7de99b4b2fc3f05e2657b,0.000000000085311518,0,0,0,0,0
0x14c7059a6ede280d657e3031918970dc13834316,0.000000000078958533,0,0,0,0,0
0xbe87025d8a66a76d1bc7a8c15af9f96fcb232e48,0.000000000019058955,0,0,0,0,0
0x988c381a9a88c8db99b9f3c0bd719dd94e582065,0.000000000034487635,0,0,0,0,0
0xfad8873571c55efb8246198aad53cccc6ecebf2b,0.00000000008258881,0,0,0,0,0
0xf3b62ccb195b6173b42dd9b1de7737b3fae657b2,50266.288931001603486948,0,116657.064885630141361617,0,0,0
0x411f736130fe9715c027aa9c118a802d28e0dc93,0.000000000053489815,0,0,0,0,0
0x48a97009769e562a95b5a0f692e203e8ba720d70,0.000000000032637853,0,0,0,0,0
0x73785dba1934408cbae6c2943172177a3f739e9a,0.000000000048050173,0,0,0,0,0
0xadb6125444e90850fc693025e7604f984c0b0930,0.000000000032637853,0,0,0,0,0
0xe845e99cae5b964b5112125431eea9c3cb92390e,0.000000000077061598,0,0,0,0,0
0x730b82e789c1ccf24a1845b79f1c52cf09a27869,0.000000000021758568,0,0,0,0,0
0xc4d15bed9cecf53958cd05e15c57aefc7d4d2712,0.00000000007343517,0,0,0,0,0
0x84e02539cd883b8e9d07fc27b9f335b015d39d84,0.000000000046236959,0,0,0,0,0
